,id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob,az_region,distance_km
4496,569387,ISR-2025-1-477-228,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""OCHA,2025-03-04,Humanitarian Situation Update #269 | Gaza Strip""",OCHA,2025-03-04,Humanitarian Situation Update #269 | Gaza Strip,OCHA,2,Jabaliyah town,in North Gaza,Gaza Strip,Gaza ash Shamaliyah governorate,31.5272,34.483471,POINT (34.483471 31.5272),175389,Israel,666,Middle East,1,1,2025-02-28 00:00:00.000,2025-02-28 00:00:00.000,0,0,1,0,1,1,1,666,,israelcentral,67.5545371509203
4497,569391,ISR-2025-1-477-230,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""OCHA,2025-03-04,Humanitarian Situation Update #269 | Gaza Strip""",OCHA,2025-03-04,Humanitarian Situation Update #269 | Gaza Strip,OCHA,3,Khan Younis governorate,in Khan Younis,Gaza Strip,Khan Younis governorate,31.340177,34.306268,POINT (34.306268 31.340177),174669,Israel,666,Middle East,1,1,2025-03-02 00:00:00.000,2025-03-02 00:00:00.000,0,0,1,0,1,1,1,666,,israelcentral,93.67828418283365
4498,569401,ISR-2025-1-477-231.2,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""OCHA,2025-03-04,Humanitarian Situation Update #269 | Gaza Strip""",OCHA,2025-03-04,Humanitarian Situation Update #269 | Gaza Strip,OCHA,3,Gaza ash Shamaliyah governorate,in North Gaza,Gaza Strip,Gaza ash Shamaliyah governorate,31.55,34.5,POINT (34.5 31.55),175390,Israel,666,Middle East,1,1,2025-02-26 00:00:00.000,2025-02-26 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,64.59950042930672
4499,569408,ISR-2025-1-477-3098,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,5,"""OCHA,2025-02-25,Humanitarian Situation Update #270 | West Bank"";""Wafa,2025-02-25,The occupation's aggression on Nablus: One martyr and 31 injuries from bullets and suffocation."";""Wafa,2025-02-25,A young man succumbed to his wounds after being shot by the occupation forces in Nablus."";""BtSelem,2025-02-25,Tareq Qassem 'Abd a-Salam Qassas"";""The Meir Amit Intelligence and Terrorism Information Center,2025-03-16,Spotlight on Terrorism, February 2025""",OCHA;Wafa;Wafa;BtSelem;The Meir Amit Intelligence and Terrorism Information Center,2025-02-25;2025-02-25;2025-02-25;2025-02-25;2025-03-16,"Humanitarian Situation Update #270 | West Bank;The occupation's aggression on Nablus: One martyr and 31 injuries from bullets and suffocation.;A young man succumbed to his wounds after being shot by the occupation forces in Nablus.;Tareq Qassem 'Abd a-Salam Qassas;Spotlight on Terrorism, February 2025","OCHA, Wafa, btselem",1,Nablus town,in Nablus,West Bank,Nablus governorate,32.219919,35.26362,POINT (35.26362 32.219919),176111,Israel,666,Middle East,1,1,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000,0,0,0,0,0,1,0,666,,israelcentral,48.1148523130256
4500,569422,ISR-2025-1-477-3096,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,3,"""The Times of Israel,2025-02-27,Teen in critical condition after terror suspect plows car into bus stop, injuring 13"";""The Times of Israel,2025-03-05,Teenage girl critically hurt in car-ramming terror attack last week dies of her wounds"";""The Meir Amit Intelligence and Terrorism Information Center,2025-03-16,Spotlight on Terrorism, February 2025""",The Times of Israel;The Times of Israel;The Meir Amit Intelligence and Terrorism Information Center,2025-02-27;2025-03-05;2025-03-16,"Teen in critical condition after terror suspect plows car into bus stop, injuring 13;Teenage girl critically hurt in car-ramming terror attack last week dies of her wounds;Spotlight on Terrorism, February 2025",police,2,Pardes Hanna-Karkur town,at Karkur Junction outside the city of Pardes Hanna,Haifa district,Hadera sub-district,32.471111,34.9675,POINT (34.9675 32.471111),176110,Israel,666,Middle East,1,1,2025-02-27 00:00:00.000,2025-02-27 00:00:00.000,0,0,0,0,0,2,0,666,,israelcentral,46.926318515112
4501,570828,ISR-2025-1-476-3,2025,False,Clear,1,234.0,234,Israel: Palestine,476.0,476,Government of Israel - Fatah,121.0,121,Government of Israel,207.0,207,Fatah,2,"""Wafa,2025-02-27,A young man was shot and arrested by the occupation forces in Qusra, south of Nablus."";""BtSelem,2025-02-27,Mahmoud Muhammad Ibrahim Sanajrah""",Wafa;BtSelem,2025-02-27;2025-02-27,"A young man was shot and arrested by the occupation forces in Qusra, south of Nablus.;Mahmoud Muhammad Ibrahim Sanajrah","Wafa, btselem",1,Qusra village,Qusra,West Bank,Nablus governorate,32.084854,35.330075,POINT (35.330075 32.084854),176111,Israel,666,Middle East,1,1,2025-02-27 00:00:00.000,2025-02-27 00:00:00.000,0,1,0,0,1,1,1,666,,israelcentral,51.82747011981376
4502,570830,ISR-2025-1-477-233,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-23,A young man was killed by Israeli occupation forces east of Gaza City""",Wafa,2025-02-23,A young man was killed by Israeli occupation forces east of Gaza City,Wafa,1,Gaza town,Al-Sha'af Street,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-02-23 00:00:00.000,2025-02-23 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,69.97394873338341
4503,570836,ISR-2025-1-477-235,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-20,A young man was killed by Israeli occupation forces east of Gaza.""",Wafa,2025-02-20,A young man was killed by Israeli occupation forces east of Gaza.,Wafa,1,Gaza town,,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,69.97394873338341
4504,570840,ISR-2025-1-477-237,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-18,Gaza: A female citizen succumbed to her wounds, and three others were injured by Israeli occupation forces' bullets""",Wafa,2025-02-18,"Gaza: A female citizen succumbed to her wounds, and three others were injured by Israeli occupation forces' bullets",,4,Gaza Strip,,Gaza Strip,,31.425074,34.373398,POINT (34.373398 31.425074),174669,Israel,666,Middle East,1,1,2025-02-18 00:00:00.000,2025-02-18 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,82.34932570567987
4505,570846,ISR-2025-1-477-238,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-02-13,Two children were killed, one by gunfire and the other by an explosion of an unexploded ordnance in the Gaza Strip."";""Airwars ,2025-02-13,ISPT130225b""",Wafa;Airwars,2025-02-13;2025-02-13,"Two children were killed, one by gunfire and the other by an explosion of an unexploded ordnance in the Gaza Strip.;ISPT130225b",Wafa; Airwars,1,Nuseirat refugee camp,Nuseirat camp,Gaza Strip,Deir al-Balah governorate,31.447656,34.392875,POINT (34.392875 31.447656),174669,Israel,666,Middle East,1,1,2025-02-13 00:00:00.000,2025-02-13 00:00:00.000,0,0,1,0,1,1,1,666,,israelcentral,79.2682777126726
4506,570849,ISR-2025-1-477-239,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-10,One martyr and two injured by Israeli occupation forces' bullets in Gaza""",Wafa,2025-02-10,One martyr and two injured by Israeli occupation forces' bullets in Gaza,Wafa,4,Gaza Strip,,Gaza Strip,,31.425074,34.373398,POINT (34.373398 31.425074),174669,Israel,666,Middle East,1,1,2025-02-10 00:00:00.000,2025-02-10 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,82.34932570567987
4507,570850,ISR-2025-1-477-240,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-10,A martyr was shot by the occupation forces in the vicinity of the Shuja'iyya neighborhood.""",Wafa,2025-02-10,A martyr was shot by the occupation forces in the vicinity of the Shuja'iyya neighborhood.,Wafa,1,Gaza town,"vicinity of Shujaiya neighborhood, east of Gaza City",Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-02-10 00:00:00.000,2025-02-10 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,69.97394873338341
4508,570854,ISR-2025-3-950-31,2025,True,Clear,3,121.0,483,Government of Israel - Civilians,121.0,950,Government of Israel - Civilians,121.0,121,Government of Israel,9999.0,1,Civilians,2,"""Wafa,2025-02-07,Child Saddam Rajab from Kafr al-Labad succumbed to his injuries."";""BtSelem,2025-01-28,Ayman Fadi Qassem Naji""",Wafa;BtSelem,2025-02-07;2025-01-28,Child Saddam Rajab from Kafr al-Labad succumbed to his injuries.;Ayman Fadi Qassem Naji,"Wafa, btselem",1,Tulkarm refugee camp,,West Bank,Tulkarm governorate,32.31366,35.034772,POINT (35.034772 32.31366),176111,Israel,666,Middle East,1,1,2025-01-28 00:00:00.000,2025-01-28 00:00:00.000,0,0,1,0,1,1,1,666,,israelcentral,35.351910881731456
4509,570858,ISR-2025-1-477-242,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-06,A citizen was killed by Israeli occupation forces in the town of Al-Maghraqa, north of Al-Nuseirat camp.""",Wafa,2025-02-06,"A citizen was killed by Israeli occupation forces in the town of Al-Maghraqa, north of Al-Nuseirat camp.",Wafa,2,Nuseirat refugee camp,"town of Al-Maghraqa, north of Al-Nuseirat camp",Gaza Strip,Deir al-Balah governorate,31.447656,34.392875,POINT (34.392875 31.447656),174669,Israel,666,Middle East,1,1,2025-02-06 00:00:00.000,2025-02-06 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,79.2682777126726
4510,570861,ISR-2025-1-477-243,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-02-05,A martyr was shot by the occupation forces east of Khan Yunis.""",Wafa,2025-02-05,A martyr was shot by the occupation forces east of Khan Yunis.,Wafa,3,Khan Younis governorate,,Gaza Strip,Khan Younis governorate,31.340177,34.306268,POINT (34.306268 31.340177),174669,Israel,666,Middle East,1,1,2025-02-05 00:00:00.000,2025-02-05 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,93.67828418283365
4511,570863,ISR-2025-1-479-0,2025,False,Clear,1,234.0,234,Israel: Palestine,479.0,479,Government of Israel - PNA,121.0,121,Government of Israel,210.0,210,PNA,2,"""Wafa,2025-02-02,A martyr was shot by the occupation forces in Al-Arroub camp."";""BtSelem,2025-02-02,Muhammad Amjad Shaker Ahdush""",Wafa;BtSelem,2025-02-02;2025-02-02,A martyr was shot by the occupation forces in Al-Arroub camp.;Muhammad Amjad Shaker Ahdush,"Wafa, btselem",1,Al-Arroub refugee camp,"Al-Arroub refugee camp, north of Hebron",West Bank,Hebron governorate,31.623106,35.136719,POINT (35.136719 31.623106),175391,Israel,666,Middle East,1,1,2025-02-02 00:00:00.000,2025-02-02 00:00:00.000,0,1,0,0,1,1,1,666,,israelcentral,60.961092612195216
4512,570867,ISR-2025-3-950-84,2025,True,Clear,3,121.0,483,Government of Israel - Civilians,121.0,950,Government of Israel - Civilians,121.0,121,Government of Israel,9999.0,1,Civilians,2,"""Wafa,2025-02-02,An elderly man was martyred in Jenin camp, bringing the number of martyrs as a result of the ongoing occupation aggression to 25."";""BtSelem,2025-02-02,Walid Muhammad 'Ali Lahluh""",Wafa;BtSelem,2025-02-02;2025-02-02,"An elderly man was martyred in Jenin camp, bringing the number of martyrs as a result of the ongoing occupation aggression to 25.;Walid Muhammad 'Ali Lahluh","Wafa, btselem",1,Jenin refugee camp,in Jenin R.C.,West Bank,Jenin governorate,32.460466,35.288077,POINT (35.288077 32.460466),176111,Israel,666,Middle East,1,1,2025-02-02 00:00:00.000,2025-02-02 00:00:00.000,0,0,1,0,1,1,1,666,,israelcentral,63.80969367244255
4513,570869,ISR-2025-1-477-2143,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-02-01,4 martyrs in the occupation's bombing of the city of Jenin and the town of Qabatiya"";""BtSelem,2025-02-01,Tamam Muhyi a-Din Kamel a-Sa'di""",Wafa;BtSelem,2025-02-01;2025-02-01,4 martyrs in the occupation's bombing of the city of Jenin and the town of Qabatiya;Tamam Muhyi a-Din Kamel a-Sa'di,"Wafa, btselem",1,Jenin town,eastern neighborhood of Jenin,West Bank,Jenin governorate,32.459433,35.300857,POINT (35.300857 32.459433),176111,Israel,666,Middle East,1,1,2025-02-01 00:00:00.000,2025-02-01 00:00:00.000,0,1,1,0,2,2,2,666,,israelcentral,64.63928939096037
4514,570870,ISR-2025-1-478-9,2025,True,Clear,1,234.0,234,Israel: Palestine,478.0,478,Government of Israel - PIJ,121.0,121,Government of Israel,208.0,208,PIJ,2,"""Wafa,2025-02-01,4 martyrs in the occupation's bombing of the city of Jenin and the town of Qabatiya"";""BtSelem,2025-02-01,Saleh Muhammad Saleh Zakarnah""",Wafa;BtSelem,2025-02-01;2025-02-01,4 martyrs in the occupation's bombing of the city of Jenin and the town of Qabatiya;Saleh Muhammad Saleh Zakarnah,"Wafa, btselem",1,Qabatiya town,center of Qabatiya,West Bank,Jenin governorate,32.409553,35.280881,POINT (35.280881 32.409553),176111,Israel,666,Middle East,1,1,2025-02-01 00:00:00.000,2025-02-01 00:00:00.000,0,2,0,0,2,2,2,666,,israelcentral,59.680689367997644
4515,571156,ISR-2025-1-477-244,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-03-02,A martyr and wounded in the occupation's bombing east of Beit Hanoun"";""Palestinian Centre For Human Rights,2025-03-03,Israeli Occupation Forces Persist in Genocide, Killing 4 Palestinians, including Two Children and a Woman, Closing Gaza’s Crossings, and Blocking Aid Entry""",Wafa;Palestinian Centre For Human Rights,2025-03-02;2025-03-03,"A martyr and wounded in the occupation's bombing east of Beit Hanoun;Israeli Occupation Forces Persist in Genocide, Killing 4 Palestinians, including Two Children and a Woman, Closing Gaza’s Crossings, and Blocking Aid Entry",Wafa; PCHR,1,Beit Hanoun town,al-Bora area in Beit Hanoun,Gaza Strip,Gaza ash Shamaliyah governorate,31.535298,34.535787,POINT (34.535787 31.535298),175390,Israel,666,Middle East,1,1,2025-03-02 00:00:00.000,2025-03-02 00:00:00.000,0,0,1,1,2,2,2,666,,israelcentral,64.81551910022839
4516,571160,ISR-2025-1-477-247,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-03-02,Four martyrs and six injuries in Beit Hanoun, Khan Yunis and Rafah"";""Palestinian Centre For Human Rights,2025-03-03,Israeli Occupation Forces Persist in Genocide, Killing 4 Palestinians, including Two Children and a Woman, Closing Gaza’s Crossings, and Blocking Aid Entry""",Wafa;Palestinian Centre For Human Rights,2025-03-02;2025-03-03,"Four martyrs and six injuries in Beit Hanoun, Khan Yunis and Rafah;Israeli Occupation Forces Persist in Genocide, Killing 4 Palestinians, including Two Children and a Woman, Closing Gaza’s Crossings, and Blocking Aid Entry",The Red Crescent Society; PCHR,1,Abassan al-Kabira town,"the town of Al-Farahin, east of Khan Yunis",Gaza Strip,Khan Younis governorate,31.323708,34.347589,POINT (34.347589 31.323708),174669,Israel,666,Middle East,1,1,2025-03-02 00:00:00.000,2025-03-02 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,93.51752554930992
4517,571180,ISR-2025-1-477-251,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-03-04,A citizen was killed by Israeli occupation forces east of Deir al-Balah in the central Gaza Strip.""",Wafa,2025-03-04,A citizen was killed by Israeli occupation forces east of Deir al-Balah in the central Gaza Strip.,Wafa,1,Deir al-Balah town,east of Deir al-Balah city in the central Gaza Strip,Gaza Strip,Deir al-Balah governorate,31.417479,34.35014,POINT (34.35014 31.417479),174669,Israel,666,Middle East,1,1,2025-03-04 00:00:00.000,2025-03-04 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,84.13789266449125
4518,571182,ISR-2025-1-477-2161,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,3,"""Wafa,2025-03-04,A young man was killed by Israeli occupation forces in Jenin."";""OCHA,2025-03-13,Humanitarian Situation Update #272 | West Bank"";""BtSelem,2025-03-04,Aysar 'Abd al-Halim Shaker Sa'diyah""",Wafa;OCHA;BtSelem,2025-03-04;2025-03-13;2025-03-04,A young man was killed by Israeli occupation forces in Jenin.;Humanitarian Situation Update #272 | West Bank;Aysar 'Abd al-Halim Shaker Sa'diyah,The Ministry of Health; OCHA; btselem,1,Jenin town,in the eastern neighborhood of the city of Jenin.,West Bank,Jenin governorate,32.459433,35.300857,POINT (35.300857 32.459433),176111,Israel,666,Middle East,1,1,2025-03-04 00:00:00.000,2025-03-04 00:00:00.000,0,1,0,0,1,1,1,666,,israelcentral,64.63928939096037
4519,571197,ISR-2025-1-477-553,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-03-04,Two martyrs shot by the occupation forces in Beit Hanoun"";""Palestinian Centre For Human Rights,2025-03-09,Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza""",Wafa;Palestinian Centre For Human Rights,2025-03-04;2025-03-09,"Two martyrs shot by the occupation forces in Beit Hanoun;Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza",Wafa; PCHR,1,Beit Hanoun town,"in Beit Hanoun, north of the Gaza Strip",Gaza Strip,Gaza ash Shamaliyah governorate,31.535298,34.535787,POINT (34.535787 31.535298),175390,Israel,666,Middle East,1,1,2025-03-04 00:00:00.000,2025-03-04 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,64.81551910022839
4520,571201,ISR-2025-1-477-3089,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,4,"""Wafa,2025-03-05,The Israeli aggression on the city and camp of Jenin enters its 44th day."";""OCHA,2025-03-13,Humanitarian Situation Update #272 | West Bank"";""BtSelem,2025-03-04,Ahmad Mufid 'Abd a-Latif Kilani"";""The Meir Amit Intelligence and Terrorism Information Center,2025-04-22,Spotlight on Terrorism, march 2025""",Wafa;OCHA;BtSelem;The Meir Amit Intelligence and Terrorism Information Center,2025-03-05;2025-03-13;2025-03-04;2025-04-22,"The Israeli aggression on the city and camp of Jenin enters its 44th day.;Humanitarian Situation Update #272 | West Bank;Ahmad Mufid 'Abd a-Latif Kilani;Spotlight on Terrorism, march 2025",Wafa; OCHA; btselem; Hamas,2,Homesh settlement,near the Homesh checkpoint between Jenin and Nablus,West Bank,Nablus governorate,32.308064,35.192556,POINT (35.192556 32.308064),176111,Israel,666,Middle East,1,1,2025-03-04 00:00:00.000,2025-03-04 00:00:00.000,0,1,0,0,1,1,1,666,,israelcentral,46.36993868121266
4521,571205,ISR-2025-1-477-253,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-03-04,The bodies of dozens of martyrs were recovered from a mass grave in the northern Gaza Strip.""",Wafa,2025-03-04,The bodies of dozens of martyrs were recovered from a mass grave in the northern Gaza Strip.,Wafa,1,Beit Lahiya town,in the town of Beit Lahia,Gaza Strip,Gaza ash Shamaliyah governorate,31.546397,34.495142,POINT (34.495142 31.546397),175389,Israel,666,Middle East,1,1,2025-03-04 00:00:00.000,2025-03-04 00:00:00.000,0,0,0,40,40,44,36,666,,israelcentral,65.15370069917718
4522,571213,ISR-2025-1-477-254,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-03-06,Three martyrs in the occupation's bombing of a group of citizens east of Shuja'iyya in Gaza."";""Palestinian Centre For Human Rights,2025-03-09,Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza""",Wafa;Palestinian Centre For Human Rights,2025-03-06;2025-03-09,"Three martyrs in the occupation's bombing of a group of citizens east of Shuja'iyya in Gaza.;Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza",Wafa; PCHR,1,Gaza town,east of Al-Shuja'iya neighborhood,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-03-06 00:00:00.000,2025-03-06 00:00:00.000,0,0,0,3,3,3,3,666,,israelcentral,69.97394873338341
4523,571216,ISR-2025-1-477-255,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Wafa,2025-03-07,Gaza: Two martyrs after an Israeli drone targeted civilians in the Shuja'iyya neighborhood."";""Palestinian Centre For Human Rights,2025-03-09,Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza""",Wafa;Palestinian Centre For Human Rights,2025-03-07;2025-03-09,"Gaza: Two martyrs after an Israeli drone targeted civilians in the Shuja'iyya neighborhood.;Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza",Wafa,1,Gaza town,"near Al-Mu'tasim Mosque on Mansoura Street, east of the Shuja'iyya neighborhood in the Gaza Strip.",Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,0,0,0,2,2,2,2,666,,israelcentral,69.97394873338341
4524,571218,ISR-2025-1-477-257,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-03-09,A martyr and others were injured by Israeli occupation forces' bullets in the Shuja'iyya neighborhood.""",Wafa,2025-03-09,A martyr and others were injured by Israeli occupation forces' bullets in the Shuja'iyya neighborhood.,Medical sources,1,Gaza town,"Shujaiya neighborhood, east of Gaza City.",Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-03-09 00:00:00.000,2025-03-09 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,69.97394873338341
4525,571221,ISR-2025-1-477-258,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,3,"""Wafa,2025-03-10,Three brothers were killed and several others were injured as a result of the occupation forces' shelling of citizens northeast of Al-Bureij."";""OCHA,2025-03-18,Humanitarian Situation Update #273 | Gaza Strip"";""Palestinian Centre For Human Rights,2025-03-16,Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza""",Wafa;OCHA;Palestinian Centre For Human Rights,2025-03-10;2025-03-18;2025-03-16,"Three brothers were killed and several others were injured as a result of the occupation forces' shelling of citizens northeast of Al-Bureij.;Humanitarian Situation Update #273 | Gaza Strip;Israel Persists in Genocide by Escalating Killings, Bombings, and Starvation in Gaza",Wafa; OCHA; PCHR,1,Al-Burayij refugee camp,"near Wadi Abu Qatrun, northeast of Al-Bureij camp in the central Gaza Strip.",Gaza Strip,Deir al-Balah governorate,31.439531,34.402939,POINT (34.402939 31.439531),174669,Israel,666,Middle East,1,1,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,0,0,0,3,3,3,3,666,,israelcentral,79.64106762195097
4526,571285,ISR-2025-1-478-11,2025,True,Clear,1,234.0,234,Israel: Palestine,478.0,478,Government of Israel - PIJ,121.0,121,Government of Israel,208.0,208,PIJ,3,"""Wafa,2025-03-11,Health: Four citizens were killed by Israeli occupation forces since dawn today in Jenin."";""OCHA,2025-03-20,Humanitarian Situation Update #274 | West Bank"";""BtSelem,2025-03-11,Isma'il Amjad 'Abd al-Karim Abu Ghali""",Wafa;OCHA;BtSelem,2025-03-11;2025-03-20;2025-03-11,Health: Four citizens were killed by Israeli occupation forces since dawn today in Jenin.;Humanitarian Situation Update #274 | West Bank;Isma'il Amjad 'Abd al-Karim Abu Ghali,"The Ministry of Health, the General Authority of Civil Affairs, OCHA, btselem",1,Jenin town,two neighborhoods of Jenin,West Bank,Jenin governorate,32.459433,35.300857,POINT (35.300857 32.459433),176111,Israel,666,Middle East,1,1,2025-03-11 00:00:00.000,2025-03-11 00:00:00.000,0,2,1,0,3,3,3,666,,israelcentral,64.63928939096037
4527,571290,ISR-2025-1-477-261,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-03-11,5 martyrs in the occupation's bombing of a group of citizens in central Gaza""",Wafa,2025-03-11,5 martyrs in the occupation's bombing of a group of citizens in central Gaza,Wafa,1,Gaza town,"near the Netzarim checkpoint in central Gaza, central Gaza city",Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2025-03-11 00:00:00.000,2025-03-11 00:00:00.000,0,0,0,5,5,5,5,666,,israelcentral,69.97394873338341
4528,571293,ISR-2025-1-477-263,2025,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Wafa,2025-03-12,Two martyrs were shot by the occupation forces in Khan Yunis and Rafah, south of the Gaza Strip.""",Wafa,2025-03-12,"Two martyrs were shot by the occupation forces in Khan Yunis and Rafah, south of the Gaza Strip.",Wafa,1,Abassan al-Saghira town,"in the town of Abasan al-Jadida, east of Khan Yunis.",Gaza Strip,Khan Younis governorate,31.340225,34.344771,POINT (34.344771 31.340225),174669,Israel,666,Middle East,1,1,2025-03-12 00:00:00.000,2025-03-12 00:00:00.000,0,0,0,1,1,1,1,666,,israelcentral,91.98684836227133
